date,subtotal,tax,total,currency_code,payment.type,bill_to.name,vendor.type,vendor.name,vendor.address,vendor.logo,img_file_name,img_thumbnail_url,img_url,pdf_url
2022-01-18,18.34,5.23,18.34,EUR,visa,Kelly Lampkin,footwear,CROCS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-12-28 19:23:00,18.34,5.23,18.34,EUR,visa,Kelly Lampkin,mixed clothing,DESIGUAL,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-12-28 19:23:00,18.34,4.45,18.34,EUR,visa,Kelly Lampkin,sportswear,DECIMAS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-12-28 19:23:00,18.34,17.27,18.34,EUR,master_card,Naresj Patel,women's clothing,DOUBLE AGENT,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-12-28 19:23:00,18.34,5.23,18.34,EUR,master_card,Nat Carroll,accessories,O BAG,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,62757328.jpg,https://scdn.veryfi.com/receipts/bd4a4739-c720-4ef4-8bb4-e40a944b862f/thumbnail.jpg?Expires=1648359840&Signature=QRKAJkKpNeuOpCat3Xrt97xSQXmNi8JOecFEZIcwcVBGKjrR4I0DrIkXDzCdYf-ubYI3Ptg5EgnCTl-UUdQJf9N2JRNjjbsoFjUIRWtRxi69o2pNoqtO3SRN~MiEtuCM-uJySMKqd-hfzbq549SHQW2EDcN76w1GSxw0c6-KG8QVRsmY581d-ELtf536bgxq8VAs0wu~ehyskPB-7m1meWmM-EMCkoqeEqqNCZh9ocX53MNLtyfdKqVS5OokySkSxs6x~Fb2vfvJe0rM4gQh-fCNpN1qXKrE-ohnuCgAuolEF1PJlSD~5ZbDoFPBsGOMHEPv-jP5HUE4-SNMItlUBg__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/bd4a4739-c720-4ef4-8bb4-e40a944b862f/e976e0d2-cfea-41bb-b49b-52ac1d89aa46.jpg?Expires=1648359840&Signature=EuhGLEKfZbMvFJyVT4LXcBumPK9htoxdg41egUg63pQBudMrheDLtQYaH0IzUsE5Df3F5UNvRqeXOoeIL-1wUvXexTTzKxmzS3SiT4yLQt5bnakWOWUM4epIKA~EDYT9e2v4wHWVPkwC4R5-UnCKPnWlacDYFqFHawDplC-TSb7-D7JCeAB4vzEVxMatNlyc-Sglf0ia7T4oUvynx50PZSd7uNcqGVqnt1gW~3ctrQfz1FSvj1aSh87JKzM~X27biDFxkUKJix1oOY98yev9yzzEMWdwN2-lvudUY5hzbIeznvdcdseGzX5JM5VtjtG23Lzs4eDjEm0W~-E34pqcBw__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/bd4a4739-c720-4ef4-8bb4-e40a944b862f/0cc9ee45-60af-4a29-983b-4f5961932cd1.pdf?Expires=1648359840&Signature=FQ5LB3gBeiUqR4G31dCNsKK2GQ6UlSOEpMkvxjqjXrXloYFUnS3hp-f-l8CL6SAUzxdJ7JyfBjfnrTQjPxNACTzCkHR8uWgTLNy~GKcO5gjHTSJG06PvwjFOpyCdOlnvs6GQUmyD7NGivc6YU5gRkEkeIXZsnBjMJdtKApg2hARcee8lOnw6A-5Pn66zP5v01EoxAZkuzrYBO4a8hAIGklG9dWBStM~2qfMbI8aYfkybGQKJHqSt3Venh~QHZuvBbr8Lcay9RyIL13lFq9yY0loTGro~TeJV9pD83vhNu2nxOu~0niAJwLnwptYH8NMPJ6Opy6Bxb2IpEIJCtUgCXA__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ
2012-09-03 14:49:00,18.34,5.23,18.34,EUR,master_card,Nat Carroll,footwear,NO NAME,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,62894379.jpg,https://scdn.veryfi.com/receipts/807b9e89-15e7-48cf-9c3f-4b828ffe7fb4/thumbnail.jpg?Expires=1648359841&Signature=bLLc1WQC3qE771ujGNpSSuw3Bm23xf1owwbhgfwJMR8pX4sHxOtyNz62wewiL5ar28EJlTTd0DDYs9u7rRk7rSK5D3RWUBicjLmvq1TwLa9PmrWVSWjlpo0wRSclTjrCLm7NR9L5dWUZzlPiPyAJEcp5AbiMf83zX~toJCjee9L8JSG8ap~FF0W~myq2E5dgYPtgZmh8R5tjsjOOP~mVtDZXgr1cJHj-mdcrZ5YVcPhggFGe0t9mvEgv6V5s9cvFLHfGKmsfZ3BLkRAHTlegfeapwPxvfPBKvvWR5iG6W6wWnDCp-~O8w5BUaGP6wXRuqMg-ml7aVIPyNSQ91vQPOA__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/807b9e89-15e7-48cf-9c3f-4b828ffe7fb4/dbbd577f-ec41-4c11-aff6-9885c35c457a.jpg?Expires=1648359841&Signature=TPIoZrrqOh9Kdv3~Kwuu1UVbucrAxmGoxmHnYltdxAYBZ8CxIXMSe93czJXTsDK~57bJ3qAsourgzE1nEITG49zujV9fBrEcd1E89NjVV3FK-2gxGY1eGvcmpvK7ZL6quMhNLLfN0nxg-clb99qnfZmuFBA9cZEOLzMWAVfCUCBKHDeLQ7uvB19F18E-jX2zwrZEbGYQx0y4uqtvAwcqFPmEj9tTAOMxH4ItWhzDzlhRChuoOhRO8MeLwd8zIjNxrkGeiV0I6CVCMmvgNL2gwWtiz~~AIzDuAVJzweTDoZ~kf5~QNzxnjsHvhy1wbsBVVttS3BGabUaX7AulujIkTA__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/807b9e89-15e7-48cf-9c3f-4b828ffe7fb4/becd368c-d028-45a0-9870-b3672952081b.pdf?Expires=1648359841&Signature=TwO2S~PrD~ofI9ZMhJCKS8g8tUp7iSWqQfrG89lKLEZuJB72oQQDy4qeReuyjs6Afabc0jjhkHJBi34X~sg0b9cl-g2PH5LFfWiAe483DTHscwvx9aDt2btoMueNahIVg13NLz1JOEzN9FVDiZlHykOeZlvTgv0zAOQ0v3oyKRaxBawUvvZz5l4wgUg3ycvrOMSJWVQTneKZnY1ADSvfopfmRcLoguJpbeWrCY2dvvpQHgB4pAYqGDBd65uxoNXUYTmlIwYCHxA3QCnasKjtz1k8DbH3rFxWT8oi5eZpWOUR1yixRhoWgq4teDCelhI5fPawbylP8RyVI96KqAqS2Q__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ
2022-01-23 00:00:00,18.34,4.45,18.34,EUR,master_card,Nat Carroll,footwear,CONVERSE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-10-07 00:00:00,18.34,4.45,18.34,EUR,master_card,Nat Carroll,footwear,CONVERSE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-04-22 00:00:00,18.34,5.23,18.34,EUR,master_card,Rob Beeghly,sportswear,ADIDAS/REEBOK,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-05-01 00:00:00,18.34,17.27,18.34,EUR,master_card,Russell Applegate,home_goods,LA MALLORQUINA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-01-22,18.34,4.45,18.34,EUR,master_card,Russell Applegate,footwear,ECCO,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-01-23,18.34,17.27,18.34,EUR,master_card,Russell Applegate,footwear,ECCO,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-01-24,18.34,4.45,18.34,EUR,master_card,Russell Applegate,footwear,ECCO,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-03-28 00:00:00,18.34,17.27,18.34,EUR,master_card,Russell Applegate,cosmetic,DRUNI,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2013-10-01 09:35:00,18.34,5.23,18.34,EUR,master_card,Russell Applegate,mixed clothing,DESIGUAL,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-12-22 19:23:00,18.34,5.23,18.34,EUR,master_card,Russell Applegate,women's clothing,DOUBLE AGENT,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-01-01 00:00:00,18.34,17.27,18.34,EUR,master_card,Russell Applegate,accessories,O BAG,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-12-16 00:00:00,18.34,4.45,18.34,EUR,master_card,Russell D'Ascenzo,sportswear,ADIDAS/REEBOK,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-04-10 00:00:00,18.34,5.23,18.34,EUR,master_card,Russell D'Ascenzo,sportswear,ADIDAS/REEBOK,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-12-22 19:23:00,18.34,4.45,18.34,EUR,master_card,Ryan Akin,footwear,MUNICH,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,62894847.jpeg,https://scdn.veryfi.com/receipts/3c866951-d934-4c71-b048-84764f8af29c/thumbnail.jpeg?Expires=1648359844&Signature=Ob9PIc9TgvGPlgFH~I~eQuLEif0M4CQDtLRPBLbSTSG34lePSaUoLelYd1pdhB7eEC70FZ52JLjmdAdCW1MOoHa45UhOGzgTgjUTwFGHN0YeS2skgoIIyi1bZDzxAQvUnzhiCmud2yes69dH-zqa~dyuzd1uXUdcyTrDZ36QXDpMgZGAauNgh5SH3nRGP-vFpanJXVjK5fEaMC3rXJHuTjV1FyLpDJLDC3rFbrtNsvXBCgrRbmSN1ZZqS6oI9d29t7LxQncVemG~4NMIBCh3ugr1Z-p3QXE8~k4di6rACq6iUP1GDcy10AWoxSmv0HESw-wSIYVTX-Y0tHXN3~8haw__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/3c866951-d934-4c71-b048-84764f8af29c/fe4ab0b9-10a8-47e5-b991-6320adfa60f8.jpeg?Expires=1648359844&Signature=HLaCUUblV8qrKQ8jyvKdybonCf4pAsxdqWrhAICM-0YGzyig~9ESHD7q~FN-E2wj3LzcGDZMyJj4CJYkrhB-B4-~kQ0ZM~ZxqEVlVpqSs6AsGlZ0IBNDoVujD02Pf7VBP8xvw7ndBujxqRU9Jsk4eVrcGgV~E~ztxzgXFY6aU3ZX1-1CkZ7M7XGPOfXAQgzEEXbp7jnSwL0QwDNR8DxbLR1tuEV1va6wVYMh7oqDFIsyhb6pHY~8-weT59PTYjPZc2bH~Qic10jVKHReXEbp4p4eklARWwmF8cNBnbhw4yncgaaOc9Ivkxh4~bqXYv61lKM0b7ARZU2-cY6YzrRyFQ__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/3c866951-d934-4c71-b048-84764f8af29c/23496d98-b77f-4157-af9e-692e8f1aa3a9.pdf?Expires=1648359844&Signature=Q6KjZKrlRAdsaMaPca7qzlmyYQNeb09gtOeQdBfe1w6Eblnqg6~mZSah50CZeyLwNgWu2T~cUBUONzX6mC~PmJykMOHoy26dV8ZW7VlbJzZTElF-PX5Wx~ltg3y1kQJMtB9pOgpsK7yaeBLpI2Ec-RNMk6T7xcwKhAyaj0Xf8sNkmm40ByQvhP6IWit2cyrkLYLRrOT87KJgIiZm0XkZu2v6NuOXR-YYTyNxHWQIiO-ILUYDvbn~UoLU~LV94SxMVXnq2gy~QBSSKeIZ4ReVXn5pLcFdRAKbXmIIA90lcrphM8jUVpw~Yb2-ByWCPPy9enskS9wiq5UQ7Ge1SvKtQQ__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ
2022-03-26 15:24:00,18.34,17.27,18.34,EUR,master_card,Ryan Akin,footwear,SKECHERS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2013-11-19 16:58:00,18.34,5.23,18.34,USD,visa,,Restaurant,Subway,"1388 Centennial Ave, Piscataway, NJ, 08854, US",https://cdn.veryfi.com/logos/us/949638088.png,,,,
2014-12-01 18:35:00,18.34,17.27,18.34,USD,visa,,Restaurant,Subway,"1388 Centennial Ave, Piscataway, NJ, 08854, US",https://cdn.veryfi.com/logos/us/949638088.png,,,,
2022-03-26 15:24:00,18.34,4.45,18.34,USD,visa,,Restaurant,Subway,"1388 Centennial Ave, Piscataway, NJ, 08854, US",https://cdn.veryfi.com/logos/us/949638088.png,,,,
2021-02-11 00:00:00,19.14,2.81,20.95,EUR,visa,Jamie Frazer,accessories,O BAG,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-02-13 00:00:00,19.14,2.81,20.95,EUR,visa,Jason Fortune-,footwear,CONVERSE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-11-10 00:00:00,19.9,2.8,19.9,EUR,master_card,Carlos Soltero,footwear,CONVERSE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,62894461.jpg,https://scdn.veryfi.com/receipts/a42d551e-bdc1-4c23-91af-d40fdd6d317a/thumbnail.jpg?Expires=1648359842&Signature=IxR9XuIrYwJqhfBB66B8wIvXZRQAqiSMSS896cJbxKyj3ij0toteXk4kxtiQoB1UD2vEWEKD6SKnyKTEsXPqe4XyhWm5R~O52vX6kLWeZxk7qZvrhrqwZZMxc-aOyQypXResqZrHjXQdvmgln6mJz20b56UwjIpxfcCLv4FexQ5dMGJ4ZekLdLXqxH4msBocj33juJeaVY-yyVjDXV0Rb6L3lmzY7m2BvZ7u2s6MN19Rl-sjMEchMKJMkyxIq6xcj-M6gTf0SvBfgc0SlIE0nwjmBM86LpGA3FX3RPXX8DRSgGFcyHJSVVPLlU5meFzZ6371DoqzTBNaShEcnxpZxA__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/a42d551e-bdc1-4c23-91af-d40fdd6d317a/a3c5011e-d388-4817-9ab7-d2458d9bfbbf.jpg?Expires=1648359842&Signature=G7jmURuz7jQrF68rEuI4BQBopKd3mFwkbkEG-M6TCJGgwmhUNK1eyr0pUHadBrxgroTz67SXw-xXPBXNbcyAwFpS0-nq6TTkQ84lLS3rvZHG4dTv~M1BdzSa7asF4z7hutqkJnjSw4wXcDOV~9iqAPyRR6ZsZ09Mg0Bd0j5IoVE6lhk-IGFoEWVqKru~NWX~D1UwqyysHMSmB1woKcI7RS-mnl16KcC1wljd~kepAHyRixyBLa4cd24vHKLWjqgiQEA4hqSs2LRWxcaoLIGlGNxoJ7HbxF71lYCo0ESYturPxKv16uXJ56qbD4G9CKY6y7r3nGLB8oeR7h0-urQnIA__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/a42d551e-bdc1-4c23-91af-d40fdd6d317a/ed778b02-9a9b-436f-837b-ce3ec9a1b8ad.pdf?Expires=1648359842&Signature=MNVBrxYzSg5dn-gg3wJYnYbppzP~UKtRb~z2bP5ZM~SIwUYtS8ZaPjCo7H~y~QBvWeApytlSMNc13gvocMiFoa3yFYgfl1F2PhsEJofLAlvuLAEVxP1q7ZPmMSR~PMyreuJV0k-B1Fd5KUtIsC8hwHiBjG9D9uVo0YZ449VPUsUMfU1TA7lc7Zq2sR2jRLrTamUgKiXBn0wwzP7jx~Vbq9Qn9k-inDMLYq1UzvVGyQ7~1d9FJ12Tg1WMnbzqMWodVKWP2nl-MG8ETrUiUg~G-7zzwlQTtxv78FRbRm~Qr84lspvrCN06GCe9iYjKjQh5uw7zVjTFPcmVXZP5n9PL0Q__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ
2021-11-11 00:00:00,19.9,2.8,19.9,EUR,visa,Dean percer,sportswear,LE COQ SPORTIF,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-26 15:24:00,19.9,2.8,19.9,EUR,visa,Elizabeth Moffitt,Restaurant,UDON,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-26 15:24:00,19.9,2.8,19.9,EUR,visa,Filia McAdams,women's underwear,TRIUMPH,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-01-02 00:00:00,19.9,2.8,19.9,,master_card,Greg Tran,kid's clothing,MAYORAL,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-03-30 00:00:00,19.9,2.8,19.9,,master_card,Greg Tran,men's clothing,SUITS INC.,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-04-01 00:00:00,19.9,2.8,19.9,EUR,cash,Joe Elijah,sportswear,NIKE FACTORY STORE,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-04-05 00:00:00,19.9,2.8,19.9,EUR,visa,Jonathan Doherty,Restaurant,CASA CARMEN,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-04-07 00:00:00,19.9,2.8,19.9,EUR,visa,Jonathan Doherty,Restaurant,CARTE D'OR,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2020-09-19 00:00:00,19.9,2.8,19.9,EUR,master_card,Ryan Crowe,mixed clothing,BOXEUR DES RUES,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-05-17 00:00:00,19.9,2.8,19.9,EUR,master_card,Sam Zeldin,men's clothing,BOSTON,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-26 15:24:00,19.9,2.8,19.9,EUR,master_card,Sam Zeldin,men's clothing,BOSTON,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-26 15:24:00,19.9,2.8,19.9,EUR,master_card,Sam Zeldin,men's clothing,BOSTON,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-07 00:00:00,19.9,2.8,19.9,EUR,master_card,Sam Zeldin,Restaurant,CASA CARMEN,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-26 15:20:00,19.9,2.8,19.9,EUR,master_card,Sam Zeldin,footwear,CROCS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2013-06-20 14:36:00,19.9,2.8,19.9,EUR,master_card,Sample Company A,accessories,O BAG,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2013-08-26 11:00:00,19.9,2.8,19.9,EUR,visa,,Restaurant,The Temple Bar Pub,"47-48, Temple Bar, Dublin 2, D02 N725, Ireland",https://cdn.veryfi.com/logos/tmp/304529061.png,,,,
2022-03-26 15:23:00,20.14,3.81,21.95,EUR,visa,Jamie Frazer,accessories,O BAG,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-26 15:24:00,20.6,5.23,20.6,EUR,visa,Alan Schoenberger,footwear,CALLAGHAN,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,62894668.jpg,https://scdn.veryfi.com/receipts/dca652da-9ada-4a3f-803b-801390660ea2/thumbnail.jpg?Expires=1648359843&Signature=AcKkITvNbLb649UWyWuGZnXvhPZlNtSgm9bP4u~VDG5jB~fBDmg5nPw3VvYAj42AKnsuN9Nd-ndreDnPALRN9f6-iBRj-U0iNC38EEy7hAhzNoRIdxONy5tVZMpqadDwI2AOt81KuKd-OammQ1iC60mHxNqPdQp7stC8lnLUinBTbsMLMaafQsiuMC7dDwh0lLnNVtL12WgfK3JKYBrClTZPFUS5bKLCnnE6U8h0apyy~BfVsNA5p5TAzSQZcEmvy2GsBKlBpfHyA66jXCJEop~UU0zgrQFSCJdKAMWywOWP-LuR7pXhMRxSkMSCMspJs7JMY732hqfdOFOZBlRu8Q__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/dca652da-9ada-4a3f-803b-801390660ea2/423ecbb4-1870-42cd-b86c-84e768a9bf6a.jpg?Expires=1648359843&Signature=aBteeREzBk9jmFa97O0~dn6p1vDLmeC6SbIZRp4yLC3abVEQTVq9wlzNKtoqh3SN4FCE35skJpvitd8~BTn8Zpr5XGY5LFDlq-TuGVG5YzQ83u2pec84DWspZ0AgKBKthnRtKU~5AxqmwvjSdv3d7COygx0rXTZzcq52bkj6XR8Gih0cx4hfj~AxN55sY~6B0Ix6nsis3ToXbTs055LInZFUhVC~YVJyl9CDNmoVdonTjx2Ovn9Rkzo8YeIDBbqFxpIWaEklKCbjyMn9c1ai53VRa4qWEu5hnGFyB2hC1yAaCp6YF5tzKh17kp95BxmA-JAzNL~-o5Z9WKvrL~av8Q__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ,https://scdn.veryfi.com/receipts/dca652da-9ada-4a3f-803b-801390660ea2/43b98953-c0b9-42f3-b41b-3b2888bacfa5.pdf?Expires=1648359843&Signature=TBivKVIkgDyOitUBSMBSlhXjW~ElI2OoVTKSNiP-nNQ-GSccfC9~XVhGM2nPo8iJzb34Ssc-9kVa4sFiREBDET6hpK9BoaNGS~Jux2UxocNI36ogGqK-eKdDQ5fIPsPjIjGLE2Ps63kB7vdPo7WoKQziuYZdtTQoukKH4vLEJZjw-5Ns6y~zzGcdUUVNKW89ncYlfwz8EFXsr-sXafp6el9l6tW6v63ZAMygbT~pmImPgfUH6PpymlHkMypZVffGGGRGsjsfs2b~rrM~OJFPIVaUzi1kIl58BD11ZwrwHgX~1bPO5MWGI3SYOeUnzoXCdmdVSAN1jFOMZL4Z3ljosQ__&Key-Pair-Id=APKAJCILBXEJFZF4DCHQ
2021-11-28 19:23:00,20.6,5.23,20.6,EUR,visa,Ben Peterman,men's clothing,BARBAS 1935,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-26 15:24:00,20.6,4.45,20.6,EUR,master_card,Carlos Soltero,mixed clothing,NAUTICA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-26 15:24:00,20.6,5.23,20.6,EUR,master_card,Carol Adams,sportswear,M+,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-02-02,20.6,4.45,20.6,EUR,master_card,Corey Roper,men's clothing,BOSTON,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-03-15 00:00:00,20.6,4.45,20.6,EUR,master_card,Corey Roper,mixed clothing,BOXEUR DES RUES,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-07-10 00:00:00,20.6,4.45,20.6,,cash,Cynthia Arntzen,home_goods,LA MALLORQUINA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-02-22 00:00:00,20.6,4.45,20.6,,cash,Cynthia Arntzen,jewelry,FESTINA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-26 15:24:00,20.6,5.23,20.6,,cash,Cynthia Arntzen,men's clothing,ALVARO MORENO,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-26 15:24:00,20.6,5.23,20.6,,cash,Cynthia Arntzen,men's clothing,BARBAS 1935,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-03-03 00:00:00,20.6,5.23,20.6,EUR,visa,David Kendrick,jewelry,FESTINA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2011-11-23 19:31:00,20.6,5.23,20.6,EUR,visa,Deanra Eno,men's clothing,BOSTON,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-02-24 00:00:00,20.6,4.45,20.6,EUR,visa,Deanra Eno,men's clothing,SUITS INC.,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2022-02-26 00:00:00,20.6,4.45,20.6,EUR,visa,Eleni McCrary,women's underwear,TRIUMPH,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-02-27 00:00:00,20.6,5.23,20.6,EUR,visa,Elizabeth Moffitt,men's clothing,BARBAS 1935,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-03-01 00:00:00,20.6,4.45,20.6,EUR,visa,Frank Atkinson,men's clothing,LIU JO UOMO,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-03-19 00:00:00,20.6,5.23,20.6,EUR,visa,Frank Atkinson,men's clothing,LIU JO UOMO,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-04-09 00:00:00,20.6,4.45,20.6,EUR,visa,Joel Eaton,cosmetic,DRUNI,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-10-31 00:00:00,20.6,4.45,20.6,EUR,visa,Jonathan Doherty,footwear,CAMPER,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2020-09-19 00:00:00,20.6,4.45,20.6,EUR,visa,Jonathan Howell,women's underwear,CALZEDONIA,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-12-22 19:23:00,20.6,4.45,20.6,EUR,cash,Kelly Andreada,Restaurant,ROAD & ROLLS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
2021-12-22 19:23:00,20.6,5.23,20.6,EUR,cash,Kelly Collister,Catering,THE BROS,"Carretera de la Vila 90 C.C. The style Outlets, local 62, 63, 08840 Viladecans, Barcelona, Spain",,,,,
